url,group,indexed_2026_07_14,submitted?
https://deftbrain.com,homepage,yes,7/14/26
https://deftbrain.com/ApologyCalibrator,focus-tool,,7/14/26
https://deftbrain.com/BillRescue,focus-tool,yes,7/14/26
https://deftbrain.com/BragSheetBuilder,focus-tool,,7/14/26
https://deftbrain.com/ComplaintEscalationWriter,focus-tool,,7/14/26
https://deftbrain.com/DifficultTalkCoach,focus-tool,,7/14/26
https://deftbrain.com/DoctorVisitPrep,focus-tool,,7/14/26
https://deftbrain.com/DoctorVisitTranslator,focus-tool,,7/14/26
https://deftbrain.com/FakeReviewDetective,focus-tool,,7/14/26
https://deftbrain.com/GhostWriter,focus-tool,,7/14/26
https://deftbrain.com/LayoverMaximizer,focus-tool,,
https://deftbrain.com/LeaseTrapDetector,focus-tool,,
https://deftbrain.com/PlainTalk,focus-tool,,
https://deftbrain.com/ProcedureProbe,focus-tool,,
https://deftbrain.com/RentersDepositSaver,focus-tool,,
https://deftbrain.com/RulebookBreaker,focus-tool,,
https://deftbrain.com/TheAlibi,focus-tool,,
https://deftbrain.com/TipOfTongue,focus-tool,,
https://deftbrain.com/VirtualBodyDouble,focus-tool,,
https://deftbrain.com/AlternatePath,keeper-tool,yes,
https://deftbrain.com/ArgueBetter,keeper-tool,,
https://deftbrain.com/AwkwardSilenceFiller,keeper-tool,yes,
https://deftbrain.com/ChaosPilot,keeper-tool,yes,
https://deftbrain.com/ContextCollapse,keeper-tool,yes,
https://deftbrain.com/DecoderRing,keeper-tool,yes,
https://deftbrain.com/FinalWish,keeper-tool,yes,
https://deftbrain.com/HistoryToday,keeper-tool,yes,
https://deftbrain.com/MarkupDetective,keeper-tool,yes,
https://deftbrain.com/MentalHealthNavigator,keeper-tool,yes,
https://deftbrain.com/MiseEnPlace,keeper-tool,yes,
https://deftbrain.com/NameStorm,keeper-tool,yes,
https://deftbrain.com/RoastMe,keeper-tool,,
https://deftbrain.com/SixDegreesOfMe,keeper-tool,,
https://deftbrain.com/TheDebrief,keeper-tool,yes,
https://deftbrain.com/TheGap,keeper-tool,,
https://deftbrain.com/WaitingModeLiberator,keeper-tool,yes,
https://deftbrain.com/WhichLife,keeper-tool,,
https://deftbrain.com/WrongAnswersOnly,keeper-tool,yes,
https://deftbrain.com/about,static-page,,
https://deftbrain.com/privacy,static-page,yes,
https://deftbrain.com/terms,static-page,,
https://deftbrain.com/guides/apologies,guide-hub,,
https://deftbrain.com/guides/career,guide-hub,,
https://deftbrain.com/guides/conversations,guide-hub,,
https://deftbrain.com/guides/cooking,guide-hub,,
https://deftbrain.com/guides/decisions,guide-hub,,
https://deftbrain.com/guides/health,guide-hub,yes,
https://deftbrain.com/guides/home,guide-hub,,
https://deftbrain.com/guides/learning,guide-hub,,
https://deftbrain.com/guides/meetings,guide-hub,,
https://deftbrain.com/guides/money,guide-hub,,
https://deftbrain.com/guides/pets,guide-hub,,
https://deftbrain.com/guides/planning,guide-hub,,
https://deftbrain.com/guides/practical,guide-hub,,
https://deftbrain.com/guides/presentations,guide-hub,,
https://deftbrain.com/guides/speeches,guide-hub,,
https://deftbrain.com/guides/travel,guide-hub,,
https://deftbrain.com/guides/wellness,guide-hub,,
https://deftbrain.com/guides/workplace,guide-hub,,
https://deftbrain.com/guides/apologies/how-to-apologize-for-ghosting-someone,guide-article,yes,
https://deftbrain.com/guides/apologies/the-difference-between-an-apology-and-an-explanation,guide-article,,
https://deftbrain.com/guides/career/how-long-does-it-take-to-learn-data-analysis-for-a-career-change,guide-article,,
https://deftbrain.com/guides/career/how-to-transition-from-engineering-to-product-management,guide-article,yes,
https://deftbrain.com/guides/career/how-to-write-self-review-bullets-that-get-you-the-raise,guide-article,yes,
https://deftbrain.com/guides/career/is-accounting-going-to-be-replaced-by-ai,guide-article,yes,
https://deftbrain.com/guides/conversations/first-message-on-a-dating-app-that-actually-gets-a-reply,guide-article,,
https://deftbrain.com/guides/conversations/how-to-apologize-for-ghosting-someone,guide-article,,
https://deftbrain.com/guides/conversations/how-to-ask-for-an-upgrade,guide-article,,
https://deftbrain.com/guides/conversations/how-to-come-up-with-a-good-analogy-for-a-complex-idea,guide-article,yes,
https://deftbrain.com/guides/conversations/how-to-explain-something-complicated-without-making-someone-feel-stupid,guide-article,,
https://deftbrain.com/guides/conversations/how-to-know-if-a-friendship-is-over-or-just-dormant,guide-article,,
https://deftbrain.com/guides/conversations/how-to-know-if-your-message-will-be-misinterpreted-before,guide-article,,
https://deftbrain.com/guides/conversations/how-to-reach-out-to-a-friend-youve-lost-touch-with,guide-article,,
https://deftbrain.com/guides/conversations/how-to-rebuild-a-friendship-thats-gone-quiet-without-being-awkward,guide-article,yes,
https://deftbrain.com/guides/conversations/how-to-respond-to-a-backhanded-compliment,guide-article,,
https://deftbrain.com/guides/conversations/how-to-respond-to-a-mean-text-from-family,guide-article,,
https://deftbrain.com/guides/conversations/how-to-respond-to-a-passive-aggressive-text,guide-article,,
https://deftbrain.com/guides/conversations/how-to-respond-to-an-angry-text-without-making-it-worse,guide-article,,
https://deftbrain.com/guides/conversations/how-to-respond-when-you-want-to-respond-but-shouldnt,guide-article,,
https://deftbrain.com/guides/conversations/how-to-send-a-group-text-that-wont-be-misread,guide-article,,
https://deftbrain.com/guides/conversations/how-to-tell-if-someone-is-actually-mad-or-just-busy,guide-article,,
https://deftbrain.com/guides/conversations/how-to-write-a-linkedin-recommendation-that-doesnt-sound-generic,guide-article,yes,
https://deftbrain.com/guides/conversations/professional-instagram-caption-examples,guide-article,yes,
https://deftbrain.com/guides/conversations/the-difference-between-an-apology-and-an-explanation,guide-article,yes,
https://deftbrain.com/guides/conversations/the-perfect-comeback-you-thought-of-three-hours-too-late,guide-article,,
https://deftbrain.com/guides/conversations/what-does-it-mean-when-someone-says-its-fine,guide-article,,
https://deftbrain.com/guides/conversations/what-they-actually-meant-by-we-need-to-talk,guide-article,,
https://deftbrain.com/guides/conversations/what-to-say-when-someone-is-being-defensive,guide-article,,
https://deftbrain.com/guides/conversations/what-to-say-when-theres-an-awkward-silence,guide-article,,
https://deftbrain.com/guides/conversations/what-to-talk-about-with-someone-you-barely-know,guide-article,,
https://deftbrain.com/guides/conversations/why-do-people-misread-my-texts-as-rude,guide-article,,
https://deftbrain.com/guides/conversations/why-does-my-writing-feel-cold-even-when-im-being-friendly,guide-article,yes,
https://deftbrain.com/guides/cooking/common-cooking-mistakes-and-how-to-fix-them,guide-article,,
https://deftbrain.com/guides/cooking/how-to-cook-for-a-dinner-party-without-losing-your-mind,guide-article,yes,
https://deftbrain.com/guides/decisions/how-to-decide-whether-to-move-to-a-new-city,guide-article,yes,
https://deftbrain.com/guides/decisions/how-to-make-a-decision-when-you-dont-have-enough-information,guide-article,,
https://deftbrain.com/guides/decisions/how-to-make-a-decision-when-you-have-to-commit-by-deadline,guide-article,yes,
https://deftbrain.com/guides/decisions/how-to-prepare-for-a-debate,guide-article,,
https://deftbrain.com/guides/decisions/how-to-think-through-a-job-offer-when-youre-torn,guide-article,yes,
https://deftbrain.com/guides/health/how-to-describe-your-symptoms-to-a-doctor,guide-article,,
https://deftbrain.com/guides/health/how-to-get-a-second-opinion,guide-article,,
https://deftbrain.com/guides/health/how-to-read-your-blood-test-results,guide-article,,
https://deftbrain.com/guides/health/how-to-understand-what-your-doctor-actually-said,guide-article,,
https://deftbrain.com/guides/home/apartment-move-in-checklist,guide-article,,
https://deftbrain.com/guides/home/how-to-negotiate-a-lease-before-signing,guide-article,,
https://deftbrain.com/guides/home/how-to-set-boundaries-with-a-roommate-without-making-it-weird,guide-article,,
https://deftbrain.com/guides/home/how-to-talk-to-your-roommate-about-a-problem,guide-article,yes,
https://deftbrain.com/guides/home/how-to-tell-if-a-plant-is-overwatered-or-underwatered,guide-article,,
https://deftbrain.com/guides/home/what-to-do-when-you-and-your-roommate-arent-speaking,guide-article,yes,
https://deftbrain.com/guides/learning/whats-that-movie-where-something-happens,guide-article,,
https://deftbrain.com/guides/learning/whats-that-song-with-a-specific-vibe,guide-article,,
https://deftbrain.com/guides/meetings/how-to-handle-pointless-meetings-without-ruining-your-career,guide-article,yes,
https://deftbrain.com/guides/meetings/how-to-suggest-making-a-meeting-async,guide-article,yes,
https://deftbrain.com/guides/meetings/the-difference-between-meeting-minutes-and-meeting-notes,guide-article,yes,
https://deftbrain.com/guides/money/how-to-ask-a-friend-to-pay-you-back,guide-article,,
https://deftbrain.com/guides/money/how-to-dispute-a-bill-you-dont-recognize,guide-article,,
https://deftbrain.com/guides/money/how-to-escalate-a-customer-service-complaint,guide-article,,
https://deftbrain.com/guides/money/how-to-escalate-when-the-official-answer-is-no,guide-article,yes,
https://deftbrain.com/guides/money/how-to-push-back-on-bank-fees,guide-article,yes,
https://deftbrain.com/guides/money/how-to-spot-a-bad-deal-that-looks-good,guide-article,yes,
https://deftbrain.com/guides/money/how-to-spot-fake-amazon-reviews,guide-article,,
https://deftbrain.com/guides/money/how-to-write-a-formal-complaint-letter-to-a-company,guide-article,,
https://deftbrain.com/guides/money/red-flags-in-product-reviews-that-mean-its-fake,guide-article,yes,
https://deftbrain.com/guides/money/why-does-bottled-water-cost-so-much,guide-article,,
https://deftbrain.com/guides/pets/how-do-i-know-if-my-dog-is-sick,guide-article,,
https://deftbrain.com/guides/pets/is-my-dog-sick-or-just-tired,guide-article,yes,
https://deftbrain.com/guides/pets/weird-cat-behaviors-explained,guide-article,yes,
https://deftbrain.com/guides/practical/hobbies-for-introverts-that-dont-feel-forced,guide-article,,
https://deftbrain.com/guides/practical/how-to-find-a-hobby-youll-actually-stick-with,guide-article,yes,
https://deftbrain.com/guides/practical/how-to-get-a-recap-of-a-show-without-spoilers,guide-article,yes,
https://deftbrain.com/guides/practical/how-to-pronounce-names-from-languages-you-dont-speak,guide-article,yes,
https://deftbrain.com/guides/practical/how-to-pronounce-wine-names-without-sounding-pretentious,guide-article,yes,
https://deftbrain.com/guides/practical/how-to-wash-clothes-without-shrinking-them,guide-article,yes,
https://deftbrain.com/guides/practical/icebreakers-that-dont-feel-forced,guide-article,yes,
https://deftbrain.com/guides/practical/what-to-do-when-your-party-is-dying,guide-article,yes,
https://deftbrain.com/guides/practical/why-do-my-bike-brakes-squeak,guide-article,,
https://deftbrain.com/guides/presentations/how-to-cut-down-a-presentation-thats-too-long,guide-article,,
https://deftbrain.com/guides/presentations/how-to-handle-hostile-questions-in-a-presentation,guide-article,,
https://deftbrain.com/guides/presentations/how-to-prepare-for-a-presentation-in-a-week,guide-article,,
https://deftbrain.com/guides/travel/can-you-leave-the-airport-during-a-layover,guide-article,yes,
https://deftbrain.com/guides/travel/how-to-sleep-in-an-airport-during-a-long-layover,guide-article,,
https://deftbrain.com/guides/wellness/do-binaural-beats-actually-work-for-focus,guide-article,,
https://deftbrain.com/guides/wellness/how-to-make-solo-deep-work-less-lonely,guide-article,yes,
https://deftbrain.com/guides/wellness/how-to-move-your-body-when-youre-sick-sore-or-hungover,guide-article,yes,
https://deftbrain.com/guides/wellness/how-to-organize-a-brain-dump-into-actual-tasks,guide-article,yes,
https://deftbrain.com/guides/wellness/how-to-prioritize-when-everything-feels-urgent,guide-article,yes,
https://deftbrain.com/guides/wellness/how-to-remember-everything-you-need-to-do-without-losing-your-mind,guide-article,yes,
https://deftbrain.com/guides/wellness/how-to-schedule-a-week-so-youre-not-constantly-switching-gears,guide-article,yes,
https://deftbrain.com/guides/wellness/how-to-stop-your-hands-from-shaking-before-a-presentation,guide-article,yes,
https://deftbrain.com/guides/wellness/how-to-work-alone-without-getting-distracted,guide-article,yes,
https://deftbrain.com/guides/wellness/what-is-body-doubling-and-does-it-actually-work,guide-article,yes,
https://deftbrain.com/guides/wellness/what-music-to-listen-to-while-studying,guide-article,,
https://deftbrain.com/guides/wellness/whats-the-word-for-the-feeling-when-you-secretly-enjoy-someone-elses-failure,guide-article,,
https://deftbrain.com/guides/wellness/why-do-i-dream-about-people-i-havent-seen-in-years,guide-article,,
https://deftbrain.com/guides/wellness/why-do-i-feel-confusing-emotional-state,guide-article,,
https://deftbrain.com/guides/wellness/why-does-it-feel-like-i-did-nothing-today,guide-article,,
https://deftbrain.com/guides/wellness/why-does-my-day-disappear-so-fast,guide-article,,
https://deftbrain.com/guides/workplace/how-to-figure-out-what-career-to-switch-to,guide-article,yes,
https://deftbrain.com/guides/workplace/how-to-make-the-case-for-your-promotion-in-writing,guide-article,,
https://deftbrain.com/guides/workplace/how-to-politely-decline-a-meeting,guide-article,,
https://deftbrain.com/guides/workplace/how-to-push-back-on-your-boss-professionally,guide-article,,
https://deftbrain.com/guides/workplace/how-to-see-the-real-structure-of-a-complex-document,guide-article,,
https://deftbrain.com/guides/workplace/how-to-tell-your-boss-a-deadline-is-unrealistic,guide-article,,
https://deftbrain.com/guides/workplace/how-to-test-a-business-name-before-committing,guide-article,yes,
https://deftbrain.com/guides/workplace/how-to-test-if-a-name-passes-the-drunk-test,guide-article,yes,
https://deftbrain.com/guides/workplace/how-to-write-self-review-bullets-that-get-you-the-raise,guide-article,yes,
https://deftbrain.com/guides/workplace/is-accounting-going-to-be-replaced-by-ai,guide-article,yes,
https://deftbrain.com/guides/workplace/what-does-kindly-mean-in-an-email,guide-article,,
https://deftbrain.com/guides/workplace/what-does-lets-take-this-offline-mean,guide-article,,
https://deftbrain.com/guides/workplace/what-jobs-will-be-in-demand-in-5-years,guide-article,,